"","SAMPID","SMTS"
"13825","GTEX-S7SE-0526-SM-2XCD8","Blood Vessel"
"13826","GTEX-S7SE-0726-SM-2XCD7","Thyroid"
"13827","GTEX-S7SE-0826-SM-4AT4D","Breast"
"13828","GTEX-S7SE-0926-SM-2XCD6","Lung"
"13829","GTEX-S7SE-2526-SM-2XCDL","Brain"
"13830","GTEX-S7SF-0008-SM-3NM8T","Skin"
"13831","GTEX-S7SF-0226-SM-5SI7H","Thyroid"
"13832","GTEX-S7SF-0626-SM-4AD4V","Stomach"
"13833","GTEX-S7SF-0826-SM-4AD4W","Uterus"
"13834","GTEX-S7SF-0926-SM-4AD4M","Esophagus"
"13835","GTEX-S7SF-1026-SM-4AD4I","Esophagus"
"13836","GTEX-S7SF-1326-SM-4AD4P","Ovary"
"13837","GTEX-S7SF-1426-SM-4AT5A","Vagina"
"13838","GTEX-S7SF-1926-SM-4AT5B","Colon"
"13839","GTEX-S95S-0002-SM-3NM8K","Blood"
"13840","GTEX-S95S-0005-SM-2XCEC","Blood"
"13841","GTEX-S95S-0008-SM-4AT5M","Skin"
"13842","GTEX-S95S-0226-SM-4B656","Blood Vessel"
"13843","GTEX-S95S-0326-SM-4B66U","Esophagus"
"13844","GTEX-S95S-0426-SM-4B64I","Esophagus"
"13845","GTEX-S95S-0626-SM-EZ6L8","Bladder"
"13846","GTEX-S95S-0726-SM-4B64H","Pancreas"
"13847","GTEX-S95S-0826-SM-4B64N","Stomach"
"13848","GTEX-S95S-1026-SM-4B64M","Prostate"
"13849","GTEX-S95S-1126-SM-4B64E","Testis"
"13850","GTEX-S95S-1226-SM-4GICG","Skin"
"13851","GTEX-S95S-1326-SM-2XCDK","Adipose Tissue"
"13852","GTEX-S95S-1426-SM-2XCDM","Muscle"
"13853","GTEX-S95S-1526-SM-2XCDH","Nerve"
"13854","GTEX-S95S-1626-SM-2XCDJ","Blood Vessel"
"13855","GTEX-SE5C-0006-SM-4BRW5","Blood"
"13856","GTEX-SE5C-0008-SM-4B64J","Skin"
"13857","GTEX-SE5C-0326-SM-4BRWX","Pancreas"
"13858","GTEX-SE5C-0426-SM-4BRUI","Blood Vessel"
"13859","GTEX-SE5C-0526-SM-2XCE1","Lung"
"13860","GTEX-SE5C-0626-SM-2XCDV","Heart"
"13861","GTEX-SE5C-0726-SM-4BRWY","Thyroid"
"13862","GTEX-SE5C-0926-SM-4BRUF","Fallopian Tube"
"13863","GTEX-SE5C-1026-SM-4BRUG","Bladder"
"13864","GTEX-SE5C-1126-SM-4BRWZ","Vagina"
"13865","GTEX-SE5C-1226-SM-4BRWV","Esophagus"
"13866","GTEX-SE5C-1326-SM-4BRUH","Esophagus"
"13867","GTEX-SE5C-1526-SM-4BRWU","Colon"
"13868","GTEX-SE5C-1626-SM-2XCE3","Skin"
"13869","GTEX-SE5C-1826-SM-2XCE4","Muscle"
"13870","GTEX-SE5C-2026-SM-EAZ2U","Blood Vessel"
"13871","GTEX-SE5C-2126-SM-4BRUJ","Breast"
"13872","GTEX-SIU8-0006-SM-2XCE5","Blood"
"13873","GTEX-SIU8-0008-SM-4BRUC","Skin"
"13874","GTEX-SIU8-0126-SM-2XCDT","Skin"
"13875","GTEX-SIU8-0226-SM-2XCDS","Adipose Tissue"
"13876","GTEX-SIU8-0326-SM-2XCDR","Nerve"
"13877","GTEX-SIU8-0426-SM-4BRUE","Blood Vessel"
"13878","GTEX-SIU8-0526-SM-2XCDP","Muscle"
"13879","GTEX-SIU8-0626-SM-2XCDN","Thyroid"
"13880","GTEX-SIU8-0826-SM-2XCDQ","Heart"
"13881","GTEX-SIU8-0926-SM-COH1X","Lung"
"13882","GTEX-SIU8-2226-SM-EAZ2T","Prostate"
"13883","GTEX-SJXC-0005-SM-2XCE7","Blood"
"13884","GTEX-SJXC-0008-SM-4DM7G","Skin"
"13885","GTEX-SJXC-0126-SM-2XCFF","Skin"
"13886","GTEX-SJXC-0226-SM-2XCDU","Adipose Tissue"
"13887","GTEX-SJXC-0326-SM-2XCFI","Nerve"
"13888","GTEX-SJXC-0426-SM-2XCFH","Blood Vessel"
"13889","GTEX-SJXC-0526-SM-2XCFG","Muscle"
"13890","GTEX-SJXC-0726-SM-2XCFJ","Thyroid"
"13891","GTEX-SJXC-1026-SM-EYYVA","Lung"
"13892","GTEX-SJXC-1226-SM-4DM78","Liver"
"13893","GTEX-SJXC-1426-SM-EYYVB","Esophagus"
"13894","GTEX-SJXC-1526-SM-EZ6L5","Esophagus"
"13895","GTEX-SJXC-2026-SM-4DM6N","Prostate"
"13896","GTEX-SJXC-2226-SM-EVYAK","Colon"
"13897","GTEX-SN8G-0001-SM-3NM8L","Blood"
"13898","GTEX-SN8G-0006-SM-32PLD","Blood"
"13899","GTEX-SN8G-0008-SM-4DM4X","Skin"
"13900","GTEX-SN8G-0126-SM-32PLI","Skin"
"13901","GTEX-SN8G-0226-SM-4DM6B","Adipose Tissue"
"13902","GTEX-SN8G-0326-SM-32PLG","Muscle"
"13903","GTEX-SN8G-0426-SM-32PLF","Nerve"
"13904","GTEX-SN8G-0526-SM-32PLE","Blood Vessel"
"13905","GTEX-SN8G-0926-SM-4DM5I","Lung"
"13906","GTEX-SN8G-1526-SM-4DM79","Thyroid"
"13907","GTEX-SN8G-2426-SM-EVR31","Ovary"
"13908","GTEX-SN8G-2626-SM-EXUQT","Vagina"
"13909","GTEX-SNMC-0006-SM-2XCFE","Blood"
"13910","GTEX-SNMC-0008-SM-4DM5A","Skin"
"13911","GTEX-SNMC-0126-SM-2XCFO","Heart"
"13912","GTEX-SNMC-0226-SM-4DM6F","Blood Vessel"
"13913","GTEX-SNMC-0426-SM-4DM5Y","Esophagus"
"13914","GTEX-SNMC-0526-SM-4DM69","Esophagus"
"13915","GTEX-SNMC-0626-SM-4DM6H","Stomach"
"13916","GTEX-SNMC-0826-SM-4DM66","Bladder"
"13917","GTEX-SNMC-0926-SM-4DM5U","Prostate"
"13918","GTEX-SNMC-1026-SM-4DM7K","Testis"
"13919","GTEX-SNMC-1126-SM-4DM5M","Colon"
"13920","GTEX-SNMC-1226-SM-2XCFP","Skin"
"13921","GTEX-SNMC-1326-SM-2XCFK","Adipose Tissue"
"13922","GTEX-SNMC-1426-SM-2XCFM","Muscle"
"13923","GTEX-SNMC-1526-SM-2XCFN","Blood Vessel"
"13924","GTEX-SNMC-1626-SM-4DM52","Nerve"
"13925","GTEX-SNOS-0003-SM-3NMAO","Blood"
"13926","GTEX-SNOS-0006-SM-32PLH","Blood"
"13927","GTEX-SNOS-0008-SM-4DM6I","Skin"
"13928","GTEX-SNOS-0226-SM-32PLR","Thyroid"
"13929","GTEX-SNOS-0326-SM-4DM6C","Blood Vessel"
"13930","GTEX-SNOS-0426-SM-32PMH","Lung"
"13931","GTEX-SNOS-0526-SM-4DM54","Bladder"
"13932","GTEX-SNOS-0626-SM-4DM5F","Esophagus"
"13933","GTEX-SNOS-0726-SM-4DM5Z","Esophagus"
"13934","GTEX-SNOS-0826-SM-4DM5N","Stomach"
"13935","GTEX-SNOS-0926-SM-4DM7A","Pancreas"
"13936","GTEX-SNOS-1026-SM-4DM4Y","Prostate"
"13937","GTEX-SNOS-1126-SM-4DM67","Testis"
"13938","GTEX-SNOS-1226-SM-4DM5H","Colon"
"13939","GTEX-SNOS-1426-SM-32PLY","Adipose Tissue"
"13940","GTEX-SNOS-1526-SM-32PLW","Muscle"
"13941","GTEX-SNOS-1626-SM-3NMA4","Nerve"
"13942","GTEX-SNOS-1726-SM-32PLN","Blood Vessel"
"13943","GTEX-SSA3-0002-SM-3P61R","Blood"
"13944","GTEX-SSA3-0005-SM-32QOT","Blood"
"13945","GTEX-SSA3-0008-SM-47JWJ","Skin"
"13946","GTEX-SSA3-0126-SM-32QPU","Skin"
"13947","GTEX-SSA3-0226-SM-32QPN","Adipose Tissue"
"13948","GTEX-SSA3-0326-SM-32QPS","Muscle"
"13949","GTEX-SSA3-0426-SM-32QPI","Blood Vessel"
"13950","GTEX-SSA3-0526-SM-32QPL","Nerve"
"13951","GTEX-SUCS-0002-SM-3NMAJ","Blood"
"13952","GTEX-SUCS-0006-SM-4DM59","Blood"
"13953","GTEX-SUCS-0008-SM-4DM53","Skin"
"13954","GTEX-SUCS-0226-SM-32PLQ","Thyroid"
"13955","GTEX-SUCS-0326-SM-32PLL","Heart"
"13956","GTEX-SUCS-0526-SM-4DM56","Adrenal Gland"
"13957","GTEX-SUCS-0626-SM-32PM5","Lung"
"13958","GTEX-SUCS-0726-SM-4DM7J","Esophagus"
"13959","GTEX-SUCS-0926-SM-4DM4Z","Stomach"
"13960","GTEX-SUCS-1126-SM-4DM61","Prostate"
"13961","GTEX-SUCS-1326-SM-4DM5T","Testis"
"13962","GTEX-SUCS-1426-SM-4DM5W","Pancreas"
"13963","GTEX-SUCS-1626-SM-32PLS","Muscle"
"13964","GTEX-SUCS-1726-SM-32PM8","Nerve"
"13965","GTEX-SUCS-1826-SM-32PM1","Adipose Tissue"
"13966","GTEX-SUCS-1926-SM-32PM3","Skin"
"13967","GTEX-T2IS-0008-SM-4DM75","Skin"
"13968","GTEX-T2IS-0011-R11A-SM-32QPC","Brain"
"13969","GTEX-T2IS-0011-R2A-SM-32QPF","Brain"
"13970","GTEX-T2IS-0011-R3A-SM-32QPB","Brain"
"13971","GTEX-T2IS-0011-R5A-SM-32QP4","Brain"
"13972","GTEX-T2IS-0011-R6A-SM-32QP2","Brain"
"13973","GTEX-T2IS-0126-SM-4DM6O","Skin"
"13974","GTEX-T2IS-0226-SM-32QPH","Adipose Tissue"
"13975","GTEX-T2IS-0426-SM-32QPE","Heart"
"13976","GTEX-T2IS-0526-SM-32QP9","Lung"
"13977","GTEX-T2IS-0626-SM-32QP6","Thyroid"
"13978","GTEX-T2IS-0826-SM-4DM6L","Esophagus"
"13979","GTEX-T2IS-0926-SM-4DM5B","Esophagus"
"13980","GTEX-T2IS-1026-SM-32QP1","Blood Vessel"
"13981","GTEX-T2IS-1126-SM-4DM6Z","Nerve"
"13982","GTEX-T2IS-1526-SM-32QPR","Breast"
"13983","GTEX-T2IS-1926-SM-4DM74","Vagina"
"13984","GTEX-T2IS-2026-SM-4DM6W","Ovary"
"13985","GTEX-T2IS-2226-SM-4DM65","Uterus"
"13986","GTEX-T2IS-2626-SM-32QPP","Muscle"
"13987","GTEX-T2IS-2926-SM-32QPO","Brain"
"13988","GTEX-T2IS-3026-SM-32QPM","Brain"
"13989","GTEX-T2IS-3126-SM-32QPK","Pituitary"
"13990","GTEX-T2YK-0005-SM-32QOV","Blood"
"13991","GTEX-T2YK-0008-SM-4DM6M","Skin"
"13992","GTEX-T2YK-0326-SM-4DM7D","Nerve"
"13993","GTEX-T2YK-0526-SM-32QPJ","Skin"
"13994","GTEX-T2YK-1126-SM-EVYAL","Blood Vessel"
"13995","GTEX-T2YK-1326-SM-4DM6S","Esophagus"
"13996","GTEX-T2YK-2226-SM-32QPT","Breast"
"13997","GTEX-T2YK-2326-SM-EZ6LA","Bladder"
"13998","GTEX-T5JC-0001-SM-3NMAK","Blood"
"13999","GTEX-T5JC-0006-SM-EZ6L9","Blood"
"14000","GTEX-T5JC-0008-SM-4DM6A","Skin"
"14001","GTEX-T5JC-0011-R10A-SM-32PM2","Brain"
"14002","GTEX-T5JC-0011-R11A-SM-32PMB","Brain"
"14003","GTEX-T5JC-0011-R1A-SM-32PM6","Brain"
"14004","GTEX-T5JC-0011-R2A-SM-32PLZ","Brain"
"14005","GTEX-T5JC-0011-R4A-SM-32PLT","Brain"
"14006","GTEX-T5JC-0011-R5A-SM-32PLK","Brain"
"14007","GTEX-T5JC-0011-R6A-SM-D3L87","Brain"
"14008","GTEX-T5JC-0011-R7A-SM-32PME","Brain"
"14009","GTEX-T5JC-0011-R8A-SM-32PLM","Brain"
"14010","GTEX-T5JC-0011-R9A-SM-32PLV","Brain"
"14011","GTEX-T5JC-0226-SM-32PMA","Blood Vessel"
"14012","GTEX-T5JC-0326-SM-4DM5C","Blood Vessel"
"14013","GTEX-T5JC-0426-SM-32PLO","Skin"
"14014","GTEX-T5JC-0526-SM-32PM7","Adipose Tissue"
"14015","GTEX-T5JC-0626-SM-3NMA6","Muscle"
"14016","GTEX-T5JC-0726-SM-4DM55","Testis"
"14017","GTEX-T5JC-0826-SM-32PMC","Lung"
"14018","GTEX-T5JC-1226-SM-4DM7C","Prostate"
"14019","GTEX-T5JC-1526-SM-4DM68","Kidney"
"14020","GTEX-T5JC-1626-SM-EZ6KW","Kidney"
"14021","GTEX-T5JC-1726-SM-4DM6U","Esophagus"
"14022","GTEX-T5JC-1826-SM-4DM6E","Esophagus"
"14023","GTEX-T5JC-1926-SM-4DM6Q","Stomach"
"14024","GTEX-T5JC-2126-SM-32PMO","Breast"
"14025","GTEX-T5JC-2326-SM-32PMR","Brain"
"14026","GTEX-T5JC-2426-SM-3NMDB","Brain"
"14027","GTEX-T5JC-2526-SM-4DM6G","Pituitary"
"14028","GTEX-T5JW-0003-SM-3NMAD","Blood"
"14029","GTEX-T5JW-0005-SM-3GADE","Blood"
"14030","GTEX-T5JW-0008-SM-4DM5X","Skin"
"14031","GTEX-T5JW-0126-SM-4DM6K","Spleen"
"14032","GTEX-T5JW-0226-SM-4DM7I","Pancreas"
"14033","GTEX-T5JW-0326-SM-4DM6J","Fallopian Tube"
"14034","GTEX-T5JW-0426-SM-4DM7M","Ovary"
"14035","GTEX-T5JW-0726-SM-4DM6D","Cervix Uteri"
"14036","GTEX-T5JW-0826-SM-EYYVD","Cervix Uteri"
"14037","GTEX-T5JW-0926-SM-4DM5K","Stomach"
"14038","GTEX-T5JW-1026-SM-EZ6LR","Bladder"
"14039","GTEX-T5JW-1126-SM-4DM5V","Colon"
"14040","GTEX-T5JW-1226-SM-3GACY","Thyroid"
"14041","GTEX-T5JW-1326-SM-4DM5G","Esophagus"
"14042","GTEX-T5JW-1426-SM-4DM5Q","Esophagus"
"14043","GTEX-T5JW-1526-SM-4DM5E","Uterus"
"14044","GTEX-T5JW-1626-SM-3GADZ","Skin"
"14045","GTEX-T5JW-1726-SM-3GADN","Adipose Tissue"
"14046","GTEX-T5JW-1826-SM-3GAE1","Muscle"
"14047","GTEX-T5JW-2026-SM-4DM63","Breast"
"14048","GTEX-T5JW-2126-SM-EZ6LE","Blood Vessel"
"14049","GTEX-T6MN-0002-SM-3NMAH","Blood"
"14050","GTEX-T6MN-0005-SM-32PLJ","Blood"
"14051","GTEX-T6MN-0008-SM-4DM7H","Skin"
"14052","GTEX-T6MN-0011-R10A-SM-32QP7","Brain"
"14053","GTEX-T6MN-0011-R11A-SM-32QOX","Brain"
"14054","GTEX-T6MN-0011-R1A-SM-32QOY","Brain"
"14055","GTEX-T6MN-0011-R2A-SM-32QOW","Brain"
"14056","GTEX-T6MN-0011-R4A-SM-32QPG","Brain"
"14057","GTEX-T6MN-0011-R5A-SM-32QPD","Brain"
"14058","GTEX-T6MN-0011-R6A-SM-32QP8","Brain"
"14059","GTEX-T6MN-0011-R7A-SM-32QP5","Brain"
"14060","GTEX-T6MN-0011-R8A-SM-32QP3","Brain"
"14061","GTEX-T6MN-0011-R9A-SM-32QOZ","Brain"
"14062","GTEX-T6MN-0126-SM-32PLP","Skin"
"14063","GTEX-T6MN-0226-SM-32PMD","Adipose Tissue"
"14064","GTEX-T6MN-0326-SM-32PMK","Nerve"
"14065","GTEX-T6MN-0426-SM-32PMF","Blood Vessel"
"14066","GTEX-T6MN-0526-SM-32PMS","Muscle"
"14067","GTEX-T6MN-0626-SM-32PM9","Thyroid"
"14068","GTEX-T6MN-0726-SM-32PML","Breast"
"14069","GTEX-T6MN-0826-SM-32PM4","Lung"
"14070","GTEX-T6MN-0926-SM-32PLX","Heart"
"14071","GTEX-T6MN-1126-SM-4DM71","Blood Vessel"
"14072","GTEX-T6MN-1226-SM-3NMA5","Liver"
"14073","GTEX-T6MN-1526-SM-4DM5P","Esophagus"
"14074","GTEX-T6MN-1826-SM-EXOHN","Kidney"
"14075","GTEX-T6MN-2026-SM-4DM7L","Testis"
"14076","GTEX-T6MN-2126-SM-EZ6LC","Prostate"
"14077","GTEX-T6MN-2226-SM-EVYAM","Bladder"
"14078","GTEX-T6MN-2526-SM-32PMN","Brain"
"14079","GTEX-T6MN-2626-SM-32PMQ","Brain"
"14080","GTEX-T6MN-2726-SM-4DM77","Pituitary"
"14081","GTEX-T6MO-0003-SM-3NMAG","Blood"
"14082","GTEX-T6MO-0006-SM-32QOU","Blood"
"14083","GTEX-T6MO-0008-SM-4DM6T","Skin"
"14084","GTEX-T6MO-0126-SM-4DM6X","Adrenal Gland"
"14085","GTEX-T6MO-0226-SM-32QOL","Thyroid"
"14086","GTEX-T6MO-0326-SM-32QOK","Breast"
"14087","GTEX-T6MO-0426-SM-32QOI","Lung"
"14088","GTEX-T6MO-0526-SM-4DM6R","Esophagus"
"14089","GTEX-T6MO-0626-SM-4DM6P","Esophagus"
"14090","GTEX-T6MO-0726-SM-4DM58","Stomach"
"14091","GTEX-T6MO-0826-SM-4DM51","Colon"
"14092","GTEX-T6MO-1026-SM-4DM72","Fallopian Tube"
"14093","GTEX-T6MO-1126-SM-4DM5D","Ovary"
"14094","GTEX-T6MO-1226-SM-4DM5S","Vagina"
"14095","GTEX-T6MO-1426-SM-4DM73","Cervix Uteri"
"14096","GTEX-T6MO-1526-SM-4DM57","Uterus"
"14097","GTEX-T6MO-1626-SM-32QOM","Skin"
"14098","GTEX-T6MO-1726-SM-33HB8","Adipose Tissue"
"14099","GTEX-T6MO-1926-SM-32QOJ","Blood Vessel"
"14100","GTEX-T6MO-2026-SM-33HB4","Nerve"
"14101","GTEX-T8EM-0006-SM-3DB71","Blood"
"14102","GTEX-T8EM-0126-SM-4DM5R","Testis"
"14103","GTEX-T8EM-0226-SM-3DB7C","Thyroid"
"14104","GTEX-T8EM-0326-SM-3DB7F","Lung"
"14105","GTEX-T8EM-0426-SM-4DM7E","Blood Vessel"
"14106","GTEX-T8EM-0526-SM-4DM64","Esophagus"
"14107","GTEX-T8EM-0626-SM-4DM62","Esophagus"
"14108","GTEX-T8EM-0826-SM-4DM76","Pancreas"
"14109","GTEX-T8EM-1026-SM-3DB7M","Skin"
"14110","GTEX-T8EM-1126-SM-3DB7D","Adipose Tissue"
"14111","GTEX-T8EM-1226-SM-4DM5J","Stomach"
"14112","GTEX-T8EM-1326-SM-3DB7G","Muscle"
"14113","GTEX-T8EM-1526-SM-3DB7I","Nerve"
"14114","GTEX-T8EM-1626-SM-3DB7K","Blood Vessel"
"14115","GTEX-T8EM-1826-SM-4DM7F","Prostate"
"14116","GTEX-TKQ1-0003-SM-3NMAE","Blood"
"14117","GTEX-TKQ1-0006-SM-33HBI","Blood"
"14118","GTEX-TKQ1-0008-SM-4DXSO","Skin"
"14119","GTEX-TKQ1-0126-SM-33HB3","Thyroid"
"14120","GTEX-TKQ1-0226-SM-33HB5","Breast"
"14121","GTEX-TKQ1-0326-SM-4DXSM","Esophagus"
"14122","GTEX-TKQ1-0426-SM-4DXT4","Esophagus"
"14123","GTEX-TKQ1-0526-SM-4DXTG","Stomach"
"14124","GTEX-TKQ1-0626-SM-4DXTS","Colon"
"14125","GTEX-TKQ1-0926-SM-4DXU2","Testis"
"14126","GTEX-TKQ1-1026-SM-4GICL","Skin"
"14127","GTEX-TKQ1-1126-SM-4GIAZ","Adipose Tissue"
"14128","GTEX-TKQ1-1226-SM-4GICJ","Blood Vessel"
"14129","GTEX-TKQ1-1326-SM-4DXU7","Nerve"
"14130","GTEX-TKQ1-1426-SM-4GICK","Muscle"
"14131","GTEX-TKQ2-0004-SM-3NMAC","Blood"
"14132","GTEX-TKQ2-0006-SM-33HBH","Blood"
"14133","GTEX-TKQ2-0008-SM-4DM5L","Skin"
"14134","GTEX-TKQ2-0226-SM-4DM6V","Adrenal Gland"
"14135","GTEX-TKQ2-0426-SM-4DXUO","Pancreas"
"14136","GTEX-TKQ2-0626-SM-EZ6LB","Kidney"
"14137","GTEX-TKQ2-0826-SM-33HB6","Muscle"
"14138","GTEX-TKQ2-0926-SM-4DXU5","Stomach"
"14139","GTEX-TKQ2-1026-SM-33HB7","Blood Vessel"
"14140","GTEX-TKQ2-1226-SM-4DXSV","Esophagus"
"14141","GTEX-TKQ2-1326-SM-4DXT9","Colon"
"14142","GTEX-TKQ2-1526-SM-4DXUN","Testis"
"14143","GTEX-TKQ2-1726-SM-4DXUP","Liver"
"14144","GTEX-TKQ2-1826-SM-33HB2","Breast"
"14145","GTEX-TML8-0001-SM-3NMAF","Blood"
"14146","GTEX-TML8-0005-SM-32QPA","Blood"
"14147","GTEX-TML8-0008-SM-4DXUI","Skin"
"14148","GTEX-TML8-0326-SM-4GICN","Lung"
"14149","GTEX-TML8-0526-SM-32QOQ","Pancreas"
"14150","GTEX-TML8-0726-SM-4DXTT","Cervix Uteri"
"14151","GTEX-TML8-0926-SM-4DXSJ","Ovary"
"14152","GTEX-TML8-1126-SM-4DXSS","Vagina"
"14153","GTEX-TML8-1226-SM-32QON","Breast"
"14154","GTEX-TML8-1326-SM-4DXTO","Colon"
"14155","GTEX-TML8-1426-SM-4DXUT","Esophagus"
"14156","GTEX-TML8-1526-SM-4DXUX","Esophagus"
"14157","GTEX-TML8-1626-SM-32QOO","Nerve"
"14158","GTEX-TML8-1826-SM-32QOR","Muscle"
"14159","GTEX-TML8-1926-SM-32QOS","Skin"
"14160","GTEX-TML8-2026-SM-32QOP","Adipose Tissue"
"14161","GTEX-TMMY-0005-SM-33HBN","Blood"
"14162","GTEX-TMMY-0008-SM-4DXU3","Skin"
"14163","GTEX-TMMY-0126-SM-4DXTP","Adrenal Gland"
"14164","GTEX-TMMY-0226-SM-33HBA","Skin"
"14165","GTEX-TMMY-0426-SM-33HBB","Muscle"
"14166","GTEX-TMMY-0526-SM-33HBC","Nerve"
"14167","GTEX-TMMY-0626-SM-33HBD","Blood Vessel"
"14168","GTEX-TMMY-0726-SM-33HBE","Breast"
"14169","GTEX-TMMY-0826-SM-33HB9","Thyroid"
"14170","GTEX-TMMY-0926-SM-4TT1Z","Lung"
"14171","GTEX-TMMY-1026-SM-4DXTI","Blood Vessel"
"14172","GTEX-TMMY-1126-SM-4DXSX","Esophagus"
"14173","GTEX-TMMY-1226-SM-4DXT6","Esophagus"
"14174","GTEX-TMMY-1326-SM-4DXU9","Pancreas"
"14175","GTEX-TMMY-1526-SM-4DXST","Bladder"
"14176","GTEX-TMMY-1626-SM-4DXTY","Stomach"
"14177","GTEX-TMMY-1726-SM-4DXTD","Ovary"
"14178","GTEX-TMMY-1926-SM-4DXUU","Vagina"
"14179","GTEX-TMMY-2226-SM-4DXTN","Uterus"
"14180","GTEX-TMZS-0001-SM-3P61Q","Blood"
"14181","GTEX-TMZS-0006-SM-3DB8G","Blood"
"14182","GTEX-TMZS-0008-SM-47JWM","Skin"
"14183","GTEX-TMZS-0126-SM-3DB9Q","Skin"
"14184","GTEX-TMZS-0226-SM-3DB9N","Adipose Tissue"
"14185","GTEX-TMZS-0326-SM-3DB9P","Muscle"
"14186","GTEX-TSE9-0005-SM-4DXUF","Blood"
"14187","GTEX-TSE9-0008-SM-4DXT8","Skin"
"14188","GTEX-TSE9-0011-R10A-SM-3DB7O","Brain"
"14189","GTEX-TSE9-0011-R11A-SM-3DB7N","Brain"
"14190","GTEX-TSE9-0011-R1A-SM-3DB7E","Brain"
"14191","GTEX-TSE9-0011-R4A-SM-3DB7H","Brain"
"14192","GTEX-TSE9-0011-R5A-SM-3DB7J","Brain"
"14193","GTEX-TSE9-0011-R6A-SM-3DB7L","Brain"
"14194","GTEX-TSE9-0011-R7A-SM-3DB7P","Brain"
"14195","GTEX-TSE9-0011-R8A-SM-3DB7R","Brain"
"14196","GTEX-TSE9-0011-R9A-SM-3DB7Q","Brain"
"14197","GTEX-TSE9-0126-SM-3DB83","Skin"
"14198","GTEX-TSE9-0226-SM-3DB84","Adipose Tissue"
"14199","GTEX-TSE9-0326-SM-3DB82","Nerve"
"14200","GTEX-TSE9-0426-SM-3DB81","Blood Vessel"
"14201","GTEX-TSE9-0526-SM-3DB7Z","Muscle"
"14202","GTEX-TSE9-0626-SM-3DB8B","Thyroid"
"14203","GTEX-TSE9-0726-SM-3DB8C","Lung"
"14204","GTEX-TSE9-1226-SM-4DXTM","Esophagus"
"14205","GTEX-TSE9-2226-SM-4DXUR","Ovary"
"14206","GTEX-TSE9-2326-SM-EZ6ME","Fallopian Tube"
"14207","GTEX-TSE9-2526-SM-4DXUS","Vagina"
"14208","GTEX-TSE9-2626-SM-4DXV2","Uterus"
"14209","GTEX-TSE9-2726-SM-4DXSQ","Cervix Uteri"
"14210","GTEX-TSE9-2826-SM-4DXTF","Cervix Uteri"
"14211","GTEX-TSE9-2926-SM-3DB77","Brain"
"14212","GTEX-TSE9-3026-SM-3DB76","Brain"
"14213","GTEX-TSE9-3126-SM-4DXSY","Pituitary"
"14214","GTEX-U3ZG-0001-SM-47JYF","Blood"
"14215","GTEX-U3ZG-0006-SM-47JWX","Blood"
"14216","GTEX-U3ZG-0008-SM-47JWL","Skin"
"14217","GTEX-U3ZG-0326-SM-47JXN","Muscle"
"14218","GTEX-U3ZH-0002-SM-3NMDD","Blood"
"14219","GTEX-U3ZH-0005-SM-3DB72","Blood"
"14220","GTEX-U3ZH-0008-SM-4DXT2","Skin"
"14221","GTEX-U3ZH-0126-SM-4DXUK","Spleen"
"14222","GTEX-U3ZH-0226-SM-3DB7B","Thyroid"
"14223","GTEX-U3ZH-0326-SM-3DB7A","Heart"
"14224","GTEX-U3ZH-0426-SM-4DXSE","Blood Vessel"
"14225","GTEX-U3ZH-0526-SM-3DB75","Lung"
"14226","GTEX-U3ZH-0626-SM-4DXT3","Blood Vessel"
"14227","GTEX-U3ZH-0926-SM-4DXU4","Prostate"
"14228","GTEX-U3ZH-1026-SM-4DXUZ","Esophagus"
"14229","GTEX-U3ZH-1126-SM-4DXUG","Esophagus"
"14230","GTEX-U3ZH-1326-SM-4DXSF","Colon"
"14231","GTEX-U3ZH-1426-SM-4DXSR","Breast"
"14232","GTEX-U3ZH-1526-SM-4DXV1","Testis"
"14233","GTEX-U3ZH-1626-SM-3DB74","Nerve"
"14234","GTEX-U3ZH-1726-SM-3DB79","Blood Vessel"
"14235","GTEX-U3ZH-1926-SM-4DXTR","Muscle"
"14236","GTEX-U3ZH-2026-SM-3DB78","Skin"
"14237","GTEX-U3ZM-0002-SM-3NMDM","Blood"
"14238","GTEX-U3ZM-0008-SM-4DXTQ","Skin"
"14239","GTEX-U3ZM-0126-SM-3DB8M","Thyroid"
"14240","GTEX-U3ZM-0226-SM-4DXTA","Adrenal Gland"
"14241","GTEX-U3ZM-0326-SM-4DXUJ","Blood Vessel"
"14242","GTEX-U3ZM-0426-SM-3DB73","Lung"
"14243","GTEX-U3ZM-0526-SM-4DXTB","Esophagus"
"14244","GTEX-U3ZM-0626-SM-4DXTV","Esophagus"
"14245","GTEX-U3ZM-0826-SM-4DXU6","Bladder"
"14246","GTEX-U3ZM-0926-SM-4DXSW","Prostate"
"14247","GTEX-U3ZM-1026-SM-EZ6LD","Adipose Tissue"
"14248","GTEX-U3ZM-1126-SM-4DXUB","Colon"
"14249","GTEX-U3ZM-1226-SM-3DB9G","Muscle"
"14250","GTEX-U3ZM-1526-SM-3DB9D","Skin"
"14251","GTEX-U3ZM-1626-SM-4DXSK","Testis"
"14252","GTEX-U3ZN-0002-SM-3NMDF","Blood"
"14253","GTEX-U3ZN-0006-SM-3DB7Y","Blood"
"14254","GTEX-U3ZN-0008-SM-4DXTL","Skin"
"14255","GTEX-U3ZN-0126-SM-4DXUM","Spleen"
"14256","GTEX-U3ZN-0226-SM-3DB8D","Liver"
