Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut
UBAC1	2	44	49	61	3	106	2	40	0	7	0	13	6	8	0	0	6	18	0	5	0	12	0	7	12	15	4	3	0	8
UBAC2	3	238	294	274	60	328	7	252	9	35	14	105	42	68	6	10	79	135	15	70	50	71	0	48	11	99	125	37	11	81
UBAP1	564	408	1096	517	30	638	0	669	225	53	568	132	258	92	319	28	642	126	331	51	441	122	207	164	386	80	362	17	194	30
UBAP1L	0	11	1	3	1	4	0	3	0	6	0	7	0	4	0	2	0	1	0	5	0	2	0	7	0	3	6	10	0	3
UBAP2	2	321	725	526	281	452	2	252	96	92	50	165	198	137	10	28	13	163	0	93	0	117	1	198	75	125	61	74	60	162
UBAP2L	713	741	454	582	282	1115	1	722	251	498	212	716	292	665	243	881	126	934	0	573	405	838	719	1234	287	677	361	444	86	812
UBASH3A	0	5	3	80	0	48	8	7	0	52	0	25	45	84	0	30	0	8	0	14	0	11	0	85	0	18	6	75	0	119
UBASH3B	3	598	210	422	94	496	3	280	0	710	16	826	119	736	179	871	108	756	1	714	242	814	2	1168	43	743	191	633	34	782
UBB	4677	6581	4689	10634	9313	6614	16	2389	1369	862	924	2134	3445	2303	841	660	1591	1793	2139	1388	2995	1837	1144	2555	2835	1865	3354	1304	1034	4374
UBD	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UBE2A	94	282	470	289	138	297	2	346	3	28	8	63	15	28	9	4	42	62	0	29	27	40	11	16	19	37	53	22	5	49
UBE2B	1229	3526	5352	3268	4001	3975	3	3747	386	823	292	1560	590	910	115	443	664	1682	224	792	560	1272	88	1540	243	1442	998	530	328	940
UBE2C	0	24	43	41	25	55	0	25	12	25	10	19	2	8	7	14	15	52	0	12	0	35	0	30	0	20	45	6	6	18
UBE2D1	122	674	710	581	98	1325	1	1084	413	1790	317	2331	672	1645	217	2060	549	1773	77	1341	174	1709	131	2290	117	1699	651	782	265	1135
UBE2D2	2141	1470	2399	2575	350	2254	5	759	283	602	252	1197	1422	1065	119	859	1188	1049	2584	348	44	1221	165	1809	63	914	396	413	316	1035
UBE2D3	2695	8483	9317	6880	2182	9055	21	8917	2187	969	4328	2074	6511	1935	7573	2830	4452	1599	3611	1303	3739	1476	4691	3474	3891	1979	6160	1019	2211	7170
UBE2D4	48	23	0	10	0	26	0	11	0	18	0	21	7	34	0	10	23	7	0	23	0	13	0	13	43	15	13	38	0	32
UBE2DNL	12	171	1	89	1	38	0	317	0	282	0	134	0	166	2	64	35	364	150	304	1	3	45	5	48	346	0	238	0	0
UBE2E1	95	240	104	177	30	377	1	105	8	185	100	505	350	537	543	433	133	334	0	372	3	318	1	620	0	317	192	311	119	681
UBE2E2	42	4	1	39	0	69	1	3	0	1	0	25	13	16	0	0	0	0	0	12	0	6	0	13	0	2	3	6	0	8
UBE2E3	197	224	191	260	5	203	2	69	5	53	15	281	71	131	5	7	43	85	0	110	0	127	0	89	68	156	84	155	11	116
UBE2F	95	116	114	139	16	238	0	101	5	22	10	107	56	83	7	6	3	96	0	31	1	42	0	27	0	49	37	35	12	82
UBE2G1	343	534	299	390	23	524	0	408	47	367	107	899	264	628	207	582	127	775	192	446	77	591	276	984	0	629	303	332	99	563
UBE2G2	60	144	87	304	0	412	0	58	501	220	23	255	273	402	69	228	126	140	0	230	0	168	1	355	89	170	48	247	15	476
UBE2H	821	1057	1536	1623	577	1010	8	1115	158	591	230	803	370	621	107	110	433	1069	220	683	130	801	262	604	110	752	595	653	279	732
UBE2I	0	1	0	1	0	0	1	2	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3
UBE2J1	386	1562	718	1408	205	1856	2	1615	161	493	193	1022	596	800	222	828	325	795	0	455	141	970	118	1588	178	1200	255	379	100	1178
UBE2J2	186	502	300	408	39	576	11	398	123	269	77	677	315	521	137	566	298	629	305	436	1	594	456	879	178	524	322	239	77	618
UBE2K	290	425	280	423	56	546	1	225	195	404	103	1100	330	874	125	720	86	754	714	710	295	682	261	1012	56	627	260	534	50	796
UBE2L3	873	2718	981	1431	416	2097	51	2880	575	1063	83	1233	415	1119	157	1164	164	1362	160	1066	76	878	554	1345	263	997	251	1032	76	993
UBE2L6	187	459	914	736	635	1378	9	1510	46	62	48	108	171	123	49	61	137	147	0	80	88	140	135	217	7	97	293	65	168	472
UBE2M	319	730	1334	845	272	1108	3	1061	218	159	410	672	509	426	328	464	214	383	287	223	0	657	262	1065	5	367	422	164	142	967
UBE2MP1	10	74	1	41	19	8	1	195	0	10	0	6	0	2	0	0	0	24	3	11	1	0	0	0	7	8	0	9	0	0
UBE2N	96	293	243	245	171	478	2	178	87	115	14	237	76	257	21	62	36	191	46	145	0	185	10	227	0	160	31	180	32	226
UBE2NL	0	53	0	27	0	28	0	142	0	44	0	11	0	13	0	28	6	53	0	49	0	0	0	0	8	28	0	17	0	0
UBE2O	189	139	41	265	0	161	0	99	0	67	20	151	146	198	85	99	57	92	4	111	0	148	1	317	0	52	50	77	1	219
UBE2Q1	87	703	229	441	70	647	7	383	64	210	18	309	122	248	13	204	50	350	0	261	4	353	0	381	63	213	77	104	17	188
UBE2Q2	9	66	9	20	0	33	1	8	0	5	0	15	10	19	0	0	3	3	0	17	0	9	0	4	0	13	1	26	0	11
UBE2Q2P1	139	103	16	44	39	65	0	17	7	25	17	102	16	34	2	4	48	28	0	34	0	42	27	56	1	50	20	46	0	36
UBE2Q2P2	1	4	0	4	0	8	1	3	0	1	0	4	0	3	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	6
UBE2QL1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	1	0	0	6	0	0	2
UBE2R2	682	2111	2620	1596	601	2703	11	3786	462	489	297	979	557	672	390	1076	665	869	151	496	2	829	372	1630	136	723	995	318	166	1247
UBE2S	617	415	1332	508	1306	243	42	979	262	247	328	150	185	145	598	142	311	408	619	461	128	74	314	80	222	132	357	338	260	123
UBE2T	4	79	3	33	0	28	8	86	0	147	0	42	22	37	0	16	23	333	0	237	0	5	0	24	0	97	0	176	0	17
UBE2U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UBE2V1	0	3	2	17	1	5	0	1	0	8	0	14	10	15	0	1	0	2	0	10	0	1	0	8	1	5	0	10	0	9
UBE2V2	340	326	194	274	144	510	3	134	223	324	60	553	276	690	106	696	30	517	0	471	2	436	1	829	36	455	100	360	70	467
UBE2W	41	246	222	246	17	240	0	123	76	103	44	208	93	151	33	98	30	186	285	172	0	219	14	293	33	170	117	63	20	92
UBE2Z	42	370	288	402	106	496	3	368	193	240	61	493	254	496	79	200	185	484	524	387	0	465	1	559	51	317	126	280	92	519
UBE3A	703	843	1118	1077	625	1012	3	515	239	63	97	280	401	244	16	25	359	233	0	106	91	486	961	506	105	260	110	63	235	340
UBE3B	154	132	110	156	2	296	2	157	0	96	28	200	56	153	42	128	85	198	0	116	0	211	1	253	52	106	58	77	14	136
UBE3C	106	115	54	190	0	171	1	82	0	28	15	102	42	64	15	4	60	70	0	44	0	51	52	50	3	36	61	47	12	46
UBE3D	0	4	9	56	1	22	0	1	0	6	0	24	12	29	0	2	0	1	0	3	0	7	0	11	0	6	6	8	36	23
UBE4A	16	22	44	56	11	34	0	17	0	0	0	1	0	2	0	0	1	2	1	1	0	0	0	2	0	3	0	1	0	0
UBE4B	148	238	332	342	2	469	0	280	23	113	228	381	256	301	152	238	491	364	0	200	54	324	1	483	0	212	169	96	86	443
UBFD1	2	13	0	1	0	3	1	9	7	1	0	6	1	6	0	1	1	3	0	5	0	3	52	4	0	3	0	6	0	4
UBIAD1	164	34	5	48	0	110	1	25	0	50	0	70	47	109	3	53	0	36	217	51	0	31	0	86	0	31	0	74	0	104
UBL3	345	1518	1777	957	264	1838	4	1086	177	425	121	968	458	762	244	519	360	837	187	598	229	775	381	1128	84	761	463	451	185	928
UBL4A	20	24	32	45	0	53	0	28	8	13	3	22	37	22	7	1	0	8	0	22	0	13	0	20	1	18	11	15	2	37
UBL4B	103	382	4	274	1	49	10	782	0	231	0	140	0	174	0	634	67	608	135	578	127	6	383	9	213	266	3	365	10	0
UBL5	190	525	545	292	271	491	6	790	84	330	79	557	255	347	43	342	133	647	190	392	135	350	2	530	149	437	149	225	102	528
UBL7	1	15	26	32	2	25	1	38	17	5	0	11	14	14	3	3	12	13	0	6	0	19	1	12	0	8	5	7	1	11
UBLCP1	4	4	11	14	1	7	1	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0
UBN1	217	1356	1210	1145	293	1733	2	1550	52	239	77	607	136	306	25	42	102	504	0	226	32	462	19	193	39	435	305	197	51	236
UBN2	114	145	71	132	9	175	0	62	33	46	19	94	45	91	17	5	24	119	0	49	1	84	8	67	23	56	41	51	1	64
UBOX5	1	8	5	22	6	17	1	27	15	3	0	8	7	4	0	6	16	15	0	4	0	14	0	6	0	4	0	3	0	8
UBOX5-AS1	0	0	0	1	0	0	11	9	0	1	0	1	0	0	0	2	0	1	1	1	2	0	0	0	0	1	0	0	0	0
UBP1	91	298	92	306	8	316	5	163	41	120	14	136	70	176	7	77	14	141	67	122	25	103	0	135	46	97	27	138	5	111
UBQLN1	28	230	211	309	29	318	0	182	44	181	39	326	98	262	87	244	40	319	114	181	28	299	154	443	61	250	122	147	12	234
UBQLN2	103	1138	603	771	102	1148	15	2015	319	851	117	900	240	695	149	223	157	1079	0	790	60	619	2	671	68	925	176	635	93	577
UBQLN3	4	20	0	18	1	2	1	13	1	3	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0
UBQLN4	0	92	2	132	9	83	2	170	0	11	0	28	7	49	0	3	21	43	0	44	0	17	69	15	6	11	10	31	0	39
UBQLNL	52	524	4	323	0	118	1	671	65	494	5	246	11	241	0	449	245	1007	0	973	0	31	239	40	198	482	27	767	0	20
UBR1	570	186	839	133	143	223	0	112	176	43	197	87	69	76	33	3	235	72	13	39	111	36	74	30	181	77	350	55	127	62
UBR2	535	2197	1653	2156	846	3058	7	2257	887	908	623	1654	1129	1190	417	1460	812	1673	532	1047	1041	1430	1417	2528	968	1505	1470	637	327	2114
UBR3	0	169	164	164	6	238	4	88	119	174	26	264	46	214	67	164	37	217	0	162	0	229	55	307	104	194	54	58	24	100
UBR4	458	507	1579	1151	60	1197	1	565	1442	669	520	1019	343	774	476	204	264	979	236	484	805	752	2	1041	213	621	621	554	170	247
UBR5	206	463	340	358	55	519	1	294	77	185	71	367	51	270	109	176	65	357	0	218	193	384	0	401	203	303	129	170	37	230
UBR7	94	181	52	108	1	200	3	112	2	84	3	148	27	142	6	8	8	148	0	84	2	94	0	42	68	117	32	85	18	37
UBTD1	67	311	214	161	2	279	0	310	35	89	74	469	72	208	30	261	84	167	1	149	1	399	1	387	1	302	84	98	16	283
UBTD2	36	65	30	62	2	85	2	36	54	20	2	56	43	40	9	22	52	25	0	22	0	30	0	64	0	28	11	25	0	60
UBTF	3	259	180	311	4	459	19	184	245	217	32	404	299	403	2	305	116	287	6	272	86	453	1	582	0	206	62	202	25	408
UBTFL1	24	607	6	431	8	134	18	1097	1	219	1	52	2	61	0	13	47	348	66	355	33	10	0	8	42	169	1	240	0	0
UBXN1	1315	1149	418	798	315	1334	0	1008	256	281	166	539	356	454	244	411	308	649	369	401	0	501	0	741	120	424	320	280	166	683
UBXN10	0	1	0	4	3	2	3	1	0	0	0	1	0	2	0	2	0	0	0	0	1	1	0	0	0	1	0	3	0	2
UBXN11	3	54	22	110	0	34	3	142	0	8	0	5	0	9	13	2	13	53	150	43	0	3	1	1	14	19	1	15	0	12
UBXN2A	179	19	7	62	0	28	0	6	0	0	0	6	6	13	0	2	0	3	0	6	0	6	0	3	0	8	3	9	0	10
UBXN2B	250	810	1967	588	253	578	10	558	97	315	158	654	224	414	123	159	163	603	33	481	30	447	84	454	173	475	199	292	97	351
UBXN4	645	1500	1920	1710	546	1792	2	877	346	348	322	644	450	496	319	545	366	616	59	388	729	605	628	974	379	481	560	316	173	897
UBXN6	53	298	205	651	131	417	4	237	40	104	34	215	213	222	68	177	171	239	173	129	86	381	190	505	0	156	87	59	41	260
UBXN7	147	244	298	337	25	409	3	215	23	180	96	467	321	388	172	333	129	384	0	232	493	363	0	709	0	202	229	117	82	628
UBXN8	1	0	2	2	0	5	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1
UCA1	1	4	0	3	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
UCHL1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
UCHL3	74	309	325	262	84	422	2	244	2	14	10	39	22	41	1	0	18	47	0	10	9	40	6	25	2	58	20	8	9	24
UCHL5	32	50	32	56	0	63	0	19	4	48	16	96	21	86	3	17	7	87	0	76	0	66	4	64	0	66	22	59	2	19
UCK1	212	207	79	168	4	147	4	117	10	39	27	93	75	84	24	43	48	85	142	59	4	94	0	128	0	84	26	52	9	105
UCK2	0	0	1	28	10	68	3	2	0	6	0	52	1	46	20	4	33	12	0	33	0	12	1	22	0	17	16	17	15	53
UCKL1	21	50	9	68	0	58	1	43	1	42	16	48	39	82	1	0	11	41	475	62	0	17	35	19	9	49	27	73	0	58
UCMA	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
UCN	3	7	0	11	1	4	3	7	0	2	2	0	2	4	10	0	0	2	0	1	0	0	0	1	0	1	0	1	0	2
UCN2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCN3	1	2	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
UCP1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCP2	328	3058	281	1063	168	1666	2	523	46	272	83	730	427	682	68	309	67	256	4	399	6	507	257	909	47	500	112	446	56	980
UCP3	0	4	2	0	0	7	0	1	0	3	4	2	2	2	0	0	0	4	0	1	0	3	0	3	0	2	5	2	0	3
UEVLD	34	20	67	43	0	56	0	22	0	11	1	35	9	26	0	0	33	26	0	18	0	24	6	23	0	21	7	9	2	14
UFC1	107	122	9	94	16	122	3	39	6	44	0	69	56	72	5	4	7	57	0	65	0	33	104	48	3	41	14	71	3	85
UFD1L	28	587	454	670	270	661	4	861	75	187	93	298	215	230	106	295	183	412	29	345	244	299	76	428	22	284	151	179	32	327
UFL1	36	74	8	62	2	131	3	14	9	6	2	46	7	51	0	0	8	17	0	17	0	13	0	6	0	23	5	60	9	29
UFM1	70	89	6	76	0	17	1	135	5	56	1	25	0	38	6	38	95	158	43	129	0	9	0	22	71	38	9	64	0	6
UFSP1	46	410	16	216	42	95	12	941	0	596	0	182	20	168	2	225	10	901	152	1029	1	38	0	67	246	298	0	589	4	25
UFSP2	0	30	24	28	1	43	0	6	41	53	6	71	14	104	38	9	1	39	0	61	47	16	0	63	0	53	0	87	0	39
UG0898H09	66	576	6	299	11	98	1	867	0	492	0	228	0	271	0	805	122	1001	0	983	1	17	253	28	298	576	0	757	0	1
UGCG	182	100	340	181	11	270	1	128	98	84	50	339	217	183	51	38	120	191	402	149	159	233	368	294	36	185	225	74	16	237
UGDH	0	34	7	22	6	75	1	3	23	32	0	82	34	124	28	33	60	18	0	68	2	35	0	50	56	20	11	41	14	68
UGGT1	281	412	450	348	97	505	0	182	101	120	23	313	47	182	36	129	28	272	0	126	1	221	29	231	0	117	73	105	21	138
UGGT2	0	4	0	2	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UGP2	659	687	509	677	58	723	1	574	34	118	35	300	184	190	11	22	136	272	245	135	38	153	15	170	8	214	149	148	39	265
UGT1A1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
UGT1A10	19	143	1	123	28	40	59	385	0	18	0	11	1	16	0	14	12	43	0	34	1	4	3	2	8	23	0	30	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A7	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A8	9	127	1	68	0	13	1	244	0	18	0	6	0	7	0	9	7	35	0	39	13	0	1	0	5	11	0	18	0	0
UGT1A9	3	21	0	2	0	7	1	62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	18	7	17	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B11	0	3	0	0	0	1	0	1	0	3	0	0	6	2	0	0	0	1	0	2	0	1	0	0	0	0	0	9	0	1
UGT2B15	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
UGT2B17	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
UGT2B28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
UGT2B7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT3A1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
UGT3A2	3	1	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	4	0	0
UGT8	0	0	1	2	2	2	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHMK1	119	133	83	328	6	241	1	119	11	122	3	284	70	231	16	22	4	198	0	188	0	136	0	137	37	163	53	158	9	125
UHRF1	20	271	31	242	24	56	17	524	0	209	0	103	11	100	0	274	262	433	0	449	0	14	0	12	177	153	9	233	3	5
UHRF1BP1	3	40	0	41	0	34	0	5	0	6	1	29	2	14	0	0	0	8	254	8	0	3	0	6	80	4	0	21	0	20
UHRF1BP1L	92	486	347	430	54	547	0	307	20	287	54	501	74	279	65	385	96	516	89	263	1	473	45	648	36	340	104	112	27	286
UHRF2	116	756	367	732	259	838	9	594	420	265	99	514	303	543	140	220	270	387	0	346	2	386	3	600	114	335	116	346	10	727
UIMC1	5	424	124	387	68	485	5	464	51	179	43	312	64	253	48	146	143	375	63	205	2	245	29	290	341	284	193	122	29	239
ULBP1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ULBP2	1	0	0	4	4	0	2	6	0	0	12	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	2
ULBP3	3	14	0	7	0	1	2	11	0	1	0	2	0	3	0	9	0	14	3	8	0	1	0	5	2	3	0	5	0	10
ULK1	239	427	965	533	241	516	15	405	520	493	777	1511	669	662	704	471	1007	1269	1312	657	678	1073	129	1159	16	728	972	410	312	872
ULK2	235	25	0	40	0	77	0	7	0	17	0	39	18	53	0	13	82	4	0	14	0	9	0	16	22	17	9	28	1	44
ULK3	204	387	30	360	5	252	26	445	58	388	16	236	43	337	91	222	75	752	116	564	0	99	1	224	206	327	77	388	4	262
ULK4	0	47	15	52	0	60	0	13	2	21	9	24	9	20	4	2	0	45	0	12	0	17	0	13	0	20	18	13	1	13
ULK4P2	116	25	5	11	0	6	0	12	0	6	1	18	3	16	24	4	29	8	0	10	130	11	0	20	0	8	4	15	0	28
UMOD	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UMODL1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UMPS	0	9	0	48	2	78	0	5	0	34	0	53	54	147	12	11	0	11	0	65	0	22	0	43	0	30	9	48	0	87
UNC119	203	765	735	573	257	571	13	627	316	216	164	554	284	333	288	608	588	540	82	325	70	529	100	805	155	444	428	158	155	500
UNC119B	2	120	28	129	47	113	5	166	1	34	15	57	57	47	6	15	27	133	0	67	0	61	0	86	10	57	37	31	0	63
UNC13A	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC13B	0	18	13	19	0	19	1	53	0	1	0	1	0	5	0	3	85	15	0	1	145	3	0	8	0	0	10	1	0	6
UNC13C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC13D	231	521	1247	1038	289	790	4	770	40	42	25	116	48	45	40	25	50	88	49	33	25	101	28	71	35	61	122	17	42	68
UNC45A	573	160	149	170	80	270	3	102	165	82	41	374	258	278	250	183	110	179	0	184	7	339	0	418	382	176	108	107	15	454
UNC45B	0	2	0	0	0	0	1	2	0	0	0	3	0	7	0	2	0	1	0	4	0	0	0	3	0	0	0	3	0	7
UNC50	235	197	90	147	71	232	0	73	163	207	17	257	69	232	5	71	84	209	0	182	1	236	126	215	0	193	48	184	15	122
UNC5A	1	167	23	205	2	57	2	253	21	36	60	53	17	33	29	8	32	111	18	69	13	21	46	23	38	30	11	45	9	26
UNC5B	0	9	0	9	0	0	0	12	0	1	0	9	36	2	0	0	0	0	0	6	0	1	0	0	0	1	0	2	0	11
UNC5C	4	0	0	0	1	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	1	0	0
UNC5CL	29	31	17	47	2	13	1	9	59	19	4	22	5	39	31	61	0	32	568	29	0	41	0	59	0	33	26	27	0	38
UNC5D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC80	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC93A	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UNC93B1	61	857	737	1291	734	1573	6	1438	96	198	121	377	303	308	112	145	223	406	0	266	0	435	187	473	8	365	343	171	129	667
UNCX	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNG	55	25	1	46	0	23	3	0	87	17	4	37	15	74	0	16	0	7	0	39	9	23	0	37	0	21	1	69	0	75
UNK	111	44	60	108	29	123	2	62	28	15	22	38	31	36	19	36	27	40	0	37	0	43	1	60	0	22	18	33	11	57
UNKL	170	300	246	571	102	282	2	331	324	249	393	515	538	353	406	1060	248	532	839	308	295	615	0	969	74	358	406	182	191	817
UNQ6494	1	4	0	0	0	1	0	3	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0
UNQ6975	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UOX	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPB1	2	15	45	39	2	18	6	17	0	29	12	86	74	26	111	59	169	42	0	38	0	45	1	75	0	17	15	21	0	89
UPF1	229	568	688	640	332	611	2	593	133	117	116	273	235	207	52	63	146	377	253	164	150	259	98	256	124	204	217	101	70	200
UPF2	227	745	561	716	584	970	0	473	178	142	103	353	156	234	46	112	317	353	57	189	0	339	0	400	0	193	217	119	53	291
UPF3A	201	147	27	97	0	73	6	92	61	283	0	212	56	243	79	175	167	455	0	351	0	47	2	206	154	188	47	300	0	137
UPF3B	109	173	101	104	0	235	2	45	0	186	2	192	73	193	31	70	123	140	0	137	193	151	237	217	47	141	34	171	8	103
UPK1A	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
UPK1B	3	0	14	0	0	0	13	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPK2	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPK3A	0	4	1	7	0	8	3	8	0	1	1	8	15	2	1	11	0	5	240	6	0	3	0	0	0	11	1	2	0	1
UPK3B	141	222	82	231	87	122	8	35	199	425	37	181	97	109	70	131	172	816	80	441	0	50	147	40	54	2	119	449	16	27
UPK3BL	149	149	297	349	260	471	0	134	140	66	23	78	60	48	61	65	106	117	70	39	105	107	34	125	85	79	73	36	59	161
UPP1	0	0	10	1	1	3	2	0	0	0	3	8	0	0	0	2	0	2	0	1	0	1	0	3	0	1	16	0	3	5
UPP2	1	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
UPRT	0	38	3	50	0	82	0	4	0	44	0	85	18	115	1	38	0	27	0	58	0	55	0	102	0	36	0	75	0	113
UQCC	0	59	22	96	0	99	2	7	0	19	1	31	37	56	0	11	0	14	0	16	0	26	20	38	0	31	9	32	28	39
UQCR10	109	157	110	127	63	155	2	129	0	52	14	53	46	70	1	38	51	80	0	76	1	76	0	57	15	64	22	87	13	89
UQCR11	362	1621	1515	1144	1553	1057	29	1676	134	530	112	990	637	773	76	565	499	1034	310	827	72	692	194	1002	86	723	360	608	187	1480
UQCRB	713	695	457	556	62	712	8	471	74	192	15	328	109	256	24	226	50	281	175	195	2	158	98	266	65	108	58	151	7	208
UQCRBP1	0	85	0	53	3	21	0	146	0	258	9	143	11	139	0	322	52	300	0	339	0	9	0	23	163	193	0	162	0	17
UQCRC1	100	52	119	127	51	162	1	98	38	24	14	81	176	80	12	33	144	47	0	51	60	83	28	133	0	38	59	39	44	214
UQCRC2	228	358	201	291	1	474	2	237	75	101	26	203	114	200	50	57	20	132	51	139	1	179	247	288	0	130	36	96	50	228
