"term","estimate","std.error","statistic","p.value","log2fc","colind","labtext","patient","t6820.ind","direction","patnum","protval","nudgeval","patval","sizeval","pointlab"
"f__Oxalobacteraceae",151.863369760283,85.4951387117508,1.77628075757962,0.0756866532012573,0.887614399355029,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"f__Phyllobacteriaceae",21.3576541085325,10.9254468044046,1.95485406600691,0.0506002975339415,1.16738379848222,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"f__Pinus wallichiana",-313.735872316594,73104.906117158,-0.00429158436800125,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"f__Porphyromonadaceae",-525.282044644559,546.844082227761,-0.96057004494707,0.336768396265941,-4.74271836986547,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"f__Prevotellaceae",-34201.0509011418,7969329.73196253,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"f__Propionibacteriaceae",43.8425889182317,93.7314528591923,0.467746819033031,0.639965655488362,0.827046004341937,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"f__Pseudomonadaceae",-133.179283901937,133.242596854117,-0.999524829493911,0.317540517200016,-2.8952293642144,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"f__Pseudonocardiaceae",7209.95996814837,1543304.17343315,0.00467176859381483,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"f__Rhizobiaceae",-8.38902401619935,97.6261226795546,-0.0859301156897858,0.931521971188074,-0.0699862513603415,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"f__Rhodobacteraceae",-18.0507673952152,117.348133963801,-0.153822364152662,0.877749799656844,-0.359846912825169,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"f__Rhodocyclaceae",21.9917859498468,157.369242337943,0.139746405480052,0.888860359856043,0.158780047885073,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"f__Rhodospirillaceae",-1157.44060112511,269700.069222731,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"f__Ruminococcaceae",-280.200504523334,229.669924951528,-1.22001391598169,0.222459599582215,-3.63464251136,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"f__Sphingobacteriaceae",-49.7425077830364,262.528176930815,-0.189474929375467,0.849720602648062,-0.351390835209094,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"a",NA
"f__Sphingomonadaceae",120.94191136633,65.3986097872666,1.84930401058584,0.0644139269705743,0.895456924934815,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"f__Staphylococcaceae",49.6212572723873,50.6296260958741,0.980083423456905,0.327044940936897,2.42120146426794,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"f__Streptococcaceae",1.49593169034391,114.799315680332,0.0130308415296608,0.989603186964762,0.0254857644602441,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"f__unclassified-c__Acidobacteria",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"f__unclassified-c__Chloroplast",984.130151526104,1436.52993838782,0.685074585100932,0.493296856831895,5.08006055411483,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"f__unclassified-o__Oligoflexales",-1671.06111894832,389380.93152911,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"f__unclassified-o__Rhizobiales",415.095318359872,420.469199979368,0.987219321606053,0.323535131692909,2.5121577185796,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"f__Verrucomicrobiaceae",-3006.32385755838,537296.620085082,-0.00559527781336558,0.995535637513724,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"f__Xanthobacteraceae",10047.9815780462,2150787.51746977,0.00467176859472705,0.996272481525739,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"f__Xanthomonadaceae",50.9836789446036,59.1641489538728,0.861732651379011,0.388834653543926,0.789101902403862,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Acidovorax",-38.4222120069847,46.1060227066983,-0.833344750888755,0.404650324468988,-0.868830552668041,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"g__Acidovorax-Ramlibacter",4307.56828308053,922042.304916383,0.0046717685946863,0.996272481525772,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Acinetobacter",96.1298696000894,70.0419788869121,1.37246078891201,0.169920037433709,0.814526863840227,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Actinomyces",13948.9626613139,2985799.14195152,0.00467176859465399,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Aeromonas",8070.95444389726,1727601.50259458,0.00467176859465332,0.996272481525798,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Afipia-Bradyrhizobium",4308.59288133908,1070723.01788063,0.00402400322902131,0.996789318615826,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Agrobacterium-Rhizobium",63.901442589557,113.11274090273,0.564935851430813,0.572117397280772,0.471995571234813,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Akkermansia",-3006.32385755838,537296.620085082,-0.00559527781336558,0.995535637513724,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Anaerotruncus",18969.0613443522,4060359.78879883,0.00467176859466532,0.996272481525788,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Aquabacterium",-197.925735913762,435.704499118127,-0.454265990629812,0.649637391217597,-1.57959231908536,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"g__Aquabacterium-Chlorochromatium",-1236.10049393228,288028.939416728,-0.00429158436799941,0.996575821602307,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Atopobium",-4659.9647693878,1085837.85609168,-0.00429158436800195,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Bacillus",1421.6568659629,304308.066029451,0.00467176859461002,0.996272481525832,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Bacteroides",-3020.71431439951,608094.342614157,-0.00496750932004015,0.996036517308484,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Barnesiella",-769.3033916744,179258.596757506,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Blastocatella",-3981.61413934897,927772.542242508,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Blautia",-2000.56592785917,466160.223430709,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Brachybacterium",-5055.62297797508,1178031.82798189,-0.00429158436800129,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Bradyrhizobium",-32.46694103862,56.8842367418006,-0.570754621987608,0.568165986874889,-0.303705976133299,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"g__Brevibacterium",-1015.18533694279,236552.575899966,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Brevundimonas",163.065636710294,95.2995461784208,1.71108513365846,0.0870653981080869,1.23744723293676,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Brucella-Ochrobactrum",-5723.34774457813,1346395.0521679,-0.0042508680757276,0.996608308206947,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Burkholderia-Burkholderia-Paraburkholderia",16697.8770527825,3574208.93556411,0.00467176859378175,0.996272481526493,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Capnocytophaga",4160.21693407608,890501.498476704,0.00467176859465432,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Caulobacter",148.463734042485,176.290457743579,0.842154112835937,0.399701695107739,1.27057260797601,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Comamonas",-52.2193039953746,197.713186004051,-0.264116445902119,0.791690191719517,-0.657719584476697,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"g__Corynebacterium",86.3996084099359,18493.9828799581,0.00467176859472316,0.996272481525742,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Dechloromonas",9.04662828038784,159.326362468525,0.0567804859172317,0.954720058837702,0.066387831888215,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Delftia",629.900307894833,608.06996295552,1.03590104144136,0.300248311723964,1.7418626485576,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Dysgonomonas",18742.5497641279,4011874.60040393,0.0046717685947215,0.996272481525743,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Enhydrobacter-Moraxella",97.2570054149637,108.77522907765,0.894109865266626,0.371263111472663,3.42005662270947,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Enterobacter",-137.645628320812,142.229124160181,-0.96777385878994,0.333157322013319,-2.71067803020002,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Enterococcus",-27.6243503518393,147.652862697139,-0.187089839284062,0.851590194579194,-0.362541498544007,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"a",NA
"g__Escherichia",-64.3981372133012,126.527030996469,-0.508967425427837,0.610775057150455,-1.03367515769307,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"g__Finegoldia",-2874.05245974133,669694.968872233,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Flavonifractor",-2226.24160631644,492622.70973046,-0.00451916154562695,0.996394243048263,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Fusicatenibacter",-1649.93742256343,384458.810798532,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Gemmobacter",-902.910286024936,210390.897300559,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Hydrogenophaga",15011.2228046874,3213177.72928017,0.00467176859465232,0.996272481525799,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Janthinobacterium",8109.75710949587,1735907.27905507,0.00467176859463967,0.996272481525809,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Kineosphaera",1533.65434227465,328281.31599468,0.00467176859465099,0.9962724815258,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Kocuria",367.98939360203,78768.7545048305,0.00467176859549637,0.996272481525125,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Lachnoclostridium",-1592.83245335029,293956.546649974,-0.00541859833197366,0.995676605206419,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Leptotrichia",3471.4622068863,743072.37980123,0.00467176859381439,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Limnobacter",4898.55861980382,1048544.78996861,0.00467176859459714,0.996272481525843,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Marvinbryantia",261.571052656615,266.670914575492,0.980875822445823,0.32665398160672,2.40675898395862,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Massilia",-139.10240179803,233.803752346816,-0.594953675472629,0.551874436726695,-1.59983087517344,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"g__Methylobacterium",-105.72128961193,212.001769290929,-0.498681166508802,0.618004014515451,-1.12076593312081,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"g__Methyloversatilis",23713.2365242408,5075858.54133105,0.004671768594643,0.996272481525806,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Micrococcus",-1514.84003362554,352979.203885703,-0.00429158436800162,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Mycobacterium",-1084.01396901644,252590.622964088,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Nocardioides",13503.3996010857,2890425.61240756,0.00467176859460436,0.996272481525837,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Nocardiopsis",35889.9889108825,7682313.06628551,0.00467176859380917,0.996272481526471,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Noviherbaspirillum",282.24573486601,179.693934628876,1.57070262526633,0.11625173912252,0.973318339001653,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Odoribacter",-2050.83140343353,477872.791858583,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Oscillibacter",10280.007438248,2200453.0468688,0.00467176859459748,0.996272481525842,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Parabacteroides",-3992.21106922615,690155.534040041,-0.00578450924801905,0.995384655117859,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Paracoccus",3436.70094554133,735631.6726551,0.00467176859465188,0.996272481525799,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Pedobacter",4463.30855171245,955378.774032878,0.00467176859380262,0.996272481526477,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Pelomonas",518.430585935701,542.672443493418,0.955328747850801,0.339411473970273,1.70510910562077,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Phreatobacter",3060.58703848614,655123.852239336,0.00467176859463212,0.996272481525815,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Phyllobacterium",21.3576541085325,10.9254468044046,1.95485406600691,0.0506002975339415,1.16738379848222,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Pinus",-257.746690344019,60058.6329528835,-0.00429158436799958,0.996575821602307,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Porphyromonas",-2897.79321793864,675226.902107467,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Prevotella",-34201.0509011418,7969329.73196253,-0.00429158436800173,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Propionibacterium",43.8425889182317,93.7314528591923,0.467746819033031,0.639965655488362,0.827046004341937,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"g__Providencia",123.489026874291,498.447530968552,0.247747293750928,0.804329937173043,0.387061244766279,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Pseudomonas",-133.179283901937,133.242596854117,-0.999524829493911,0.317540517200016,-2.8952293642144,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Pseudoxanthomonas",-145.368839544938,240.212442566651,-0.605167817252441,0.545067497101076,-0.930385741207268,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"g__Psychrobacter",-1642.61304922907,404883.587212694,-0.00405700082963889,0.996762990554664,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Rahnella",-5490.54806163956,1279375.5384555,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Ralstonia",12.9548948845664,5.86312974777374,2.2095528227881,0.0271362125704406,1.11921549011076,"g","g__Ralstonia","T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b","Ralstonia"
"g__Rhizobium",-965.86530754327,225060.309834507,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Rhodopseudomonas",23.2318922346666,138.739451762011,0.167449791242636,0.867016150432794,0.241839437719406,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Rhodovulum",9485.29460967992,2030343.41649971,0.00467176859471017,0.996272481525752,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Rothia",3837.09328879647,821336.333715688,0.00467176859379596,0.996272481526482,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Saccharopolyspora",7209.95996814837,1543304.17343315,0.00467176859381483,0.996272481526467,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Schlegelella",5096.16156729468,1090842.03638145,0.00467176859465343,0.996272481525798,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Skermanella",-1157.44060112511,269700.069222731,-0.00429158436800117,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Sphingobacterium",-6441.08559328463,1576718.71831709,-0.00408512026809672,0.996740554674782,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Sphingobium",60.6566823426489,45.3180313470909,1.33846684287937,0.180744301975163,0.729672941026687,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"g__Sphingomonas",171.604597438228,96.6779660668202,1.77501249167387,0.0758958246284857,1.35675946497859,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Sphingopyxis",-1861.86646891684,433841.283139884,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Staphylococcus",49.6212572723873,50.6296260958741,0.980083423456905,0.327044940936897,2.42120146426794,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Stenotrophomonas",62.821291497328,62.3061344901822,1.00826815868712,0.313325744689923,1.10910494055022,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"g__Streptococcus",1.49593169034391,114.799315680332,0.0130308415296608,0.989603186964762,0.0254857644602441,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"a",NA
"g__Subdoligranulum",-1943.37535623406,452834.009445106,-0.00429158436800151,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Sugarcane",3784.80083838669,810143.045911374,0.00467176859381539,0.996272481526466,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__Tepidimonas",-1875.26863088566,436964.176882715,-0.00429158436799958,0.996575821602307,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__unclassified-c__Chloroplast",-58803.0663542022,13701948.1179569,-0.00429158436800229,0.996575821602304,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__unclassified-f__Bradyrhizobiaceae",-459.478554219109,1079.39173430715,-0.425682854162343,0.670338957423844,-4.64257722867981,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__unclassified-f__Comamonadaceae",-50.1595275173115,194.608151278583,-0.257746282402672,0.796602724350643,-0.657114849680129,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"g__unclassified-f__Corynebacteriaceae",2144.05393533142,458938.385385962,0.0046717685937913,0.996272481526486,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__unclassified-f__Intrasporangiaceae",2030.24285310221,434576.92990737,0.00467176859465355,0.996272481525798,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"g__unclassified-f__Lachnospiraceae",-1082.53434823147,252245.850344453,-0.0042915843680014,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__unclassified-f__Ruminococcaceae",-2027.47589941022,470689.056815342,-0.00430746343058838,0.996563152060531,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__unclassified-o__Oligoflexales",-1671.06111894832,389380.93152911,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__unclassified-o__Rhizobiales",-8019.47425429522,1868651.19420432,-0.00429158436800184,0.996575821602305,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"g__Vagococcus",-219.013586377704,292.097647447705,-0.74979579017977,0.453377704613578,-2.31664906264089,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
"g__Xanthobacter",10047.9815780462,2150787.51746977,0.00467176859472705,0.996272481525739,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"g__Xanthomonas",12887.6285457848,2758618.7724667,0.00467176859463656,0.996272481525811,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Acidovorax-Ramlibacter-solisilvae-sp48799",4307.56828308053,922042.304916383,0.0046717685946863,0.996272481525772,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Acidovorax-temperans",-38.4222120069847,46.1060227066983,-0.833344750888755,0.404650324468988,-0.868830552668041,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"a",NA
"s__Acinetobacter-bereziniae-bouvetii",85.8474956655432,107.048184676767,0.801951905347672,0.4225807794073,0.655179836663207,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"s__Acinetobacter-bouvetii",13922.2192352315,2980074.66622621,0.00467176859459759,0.996272481525842,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Acinetobacter-bouvetii-johnsonii",6846.34033214531,1417730.5448405,0.00482908431158583,0.996146963160481,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Acinetobacter-guillouiae",145.579526553751,150.955939660188,0.964384222849793,0.334853329212584,1.36652804112037,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"b",NA
"s__Acinetobacter-johnsonii",7242.49260306184,1743198.64506734,0.00415471445182431,0.996685027021333,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Acinetobacter-johnsonii-lwoffii",3867.47852651966,827840.345291313,0.00467176859465421,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Acinetobacter-lwoffii",-3983.06992228581,878678.924903716,-0.00453302089010757,0.996383185004544,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Acinetobacter-radioresistens",-74.8595268138871,196.260881886237,-0.38142866828286,0.702885191781855,-1.1351844977545,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"b",NA
"s__Acinetobacter-schindleri",-7158.63416485901,1668063.24914319,-0.00429158436800049,0.996575821602306,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Proteobacteria",0.15,2.85,"c",NA
"s__Actinomyces-neuii",13948.9626613139,2985799.14195152,0.00467176859465399,0.996272481525797,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Not Proteobacteria",0.1,3.1,"c",NA
"s__Aeromonas-allosaccharophila",8070.95444389726,1727601.50259458,0.00467176859465332,0.996272481525798,Inf,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"c",NA
"s__Agrobacterium-Rhizobium-radiobacter-tumefaciens",63.901442589557,113.11274090273,0.564935851430813,0.572117397280772,0.471995571234813,NA,NA,"T6824",FALSE,"Obese",3,"Proteobacteria",0.15,3.15,"a",NA
"s__Akkermansia-muciniphila",-3006.32385755838,537296.620085082,-0.00559527781336558,0.995535637513724,-Inf,NA,NA,"T6824",FALSE,"Lean",3,"Not Proteobacteria",0.1,2.9,"c",NA
